Gene stable ID	Gene type
YDR477W	protein_coding
YLL043W	protein_coding
YKL213C	protein_coding
tI(AAU)G	tRNA
YIL140W	protein_coding
YCR043C	protein_coding
YPL089C	protein_coding
YBL103C	protein_coding
YLR193C	protein_coding
YDL204W	protein_coding
YDR019C	protein_coding
YHR011W	protein_coding
YML008C	protein_coding
tV(AAC)K2	tRNA
YHR096C	protein_coding
YMR109W	protein_coding
YOR043W	protein_coding
YOR331C	protein_coding
YLR082C	protein_coding
YNL272C	protein_coding
YNL245C	protein_coding
YNR074C	protein_coding
YDR038C	protein_coding
YOL043C	protein_coding
YMR011W	protein_coding
YDR408C	protein_coding
YNR034W	protein_coding
YNR033W	protein_coding
YNL201C	protein_coding
YJR065C	protein_coding
YBR281C	protein_coding
YJL032W	protein_coding
YAR002W	protein_coding
YMR204C	protein_coding
YIL030C	protein_coding
YPL149W	protein_coding
YHR124W	protein_coding
YER107C	protein_coding
snR56	snoRNA
YGR112W	protein_coding
YPR084W	protein_coding
YOL049W	protein_coding
YLR333C	protein_coding
YKL113C	protein_coding
YLL053C	protein_coding
YBR174C	protein_coding
YAR029W	protein_coding
YFL054C	protein_coding
YNR021W	protein_coding
YHL034C	protein_coding
YIL022W	protein_coding
YDR485C	protein_coding
YIL074C	protein_coding
YGR096W	protein_coding
YBR086C	protein_coding
YLR202C	protein_coding
YBR057C	protein_coding
YGR103W	protein_coding
YJR096W	protein_coding
tT(AGU)O1	tRNA
YCL041C	protein_coding
YLR169W	protein_coding
YGL230C	protein_coding
RDN18-2	rRNA
YOL064C	protein_coding
YBR126C	protein_coding
YNL211C	protein_coding
YBR092C	protein_coding
YLR445W	protein_coding
YOR191W	protein_coding
YNL228W	protein_coding
YHR198C	protein_coding
YHR021C	protein_coding
YPR007C	protein_coding
YAR019C	protein_coding
YLR146C	protein_coding
YDR029W	protein_coding
YBR233W-A	protein_coding
tA(AGC)J	tRNA
YER152C	protein_coding
YML034C-A	protein_coding
YJR007W	protein_coding
YER118C	protein_coding
YKL189W	protein_coding
YLR213C	protein_coding
YER082C	protein_coding
YPL063W	protein_coding
tG(UCC)Q	tRNA
YFL051C	protein_coding
YDR008C	protein_coding
YCR097W	protein_coding
YKL225W	protein_coding
YDL248W	protein_coding
YPR142C	protein_coding
YDL057W	protein_coding
YPR123C	protein_coding
YMR236W	protein_coding
YIR031C	protein_coding
YDR046C	protein_coding
YDR025W	protein_coding
YER061C	protein_coding
YDR040C	protein_coding
YMR207C	protein_coding
YJL127W-A	protein_coding
YDR322W	protein_coding
YPR170C	protein_coding
YHL014C	protein_coding
YOR211C	protein_coding
YNL146W	protein_coding
YMR324C	protein_coding
YBR131W	protein_coding
YDR123C	protein_coding
YMR141C	protein_coding
YJL016W	protein_coding
tV(AAC)M3	tRNA
YJL077W-B	protein_coding
YML123C	protein_coding
YML099C	protein_coding
YER166W	protein_coding
tM(CAU)O1	tRNA
tF(GAA)F	tRNA
YDR160W	protein_coding
YAL016C-B	protein_coding
YDL230W	protein_coding
YLR114C	protein_coding
YDR001C	protein_coding
YDR116C	protein_coding
YOR370C	protein_coding
YML112W	protein_coding
YKR083C	protein_coding
YBL059W	protein_coding
YNL188W	protein_coding
YJL089W	protein_coding
YFR047C	protein_coding
YDR196C	protein_coding
YGR101W	protein_coding
YDR331W	protein_coding
YMR312W	protein_coding
YBR043C	protein_coding
YDR385W	protein_coding
YOR317W	protein_coding
YJR158W	protein_coding
YOR239W	protein_coding
YOL091W	protein_coding
YDL089W	protein_coding
YHR151C	protein_coding
YIR003W	protein_coding
YAR050W	protein_coding
YKR100C	protein_coding
YCR017C	protein_coding
YLL066W-B	protein_coding
YHR166C	protein_coding
YBR264C	protein_coding
YDR363W-A	protein_coding
YDL221W	protein_coding
YJR139C	protein_coding
YHR138C	protein_coding
YBL028C	protein_coding
tV(AAC)G3	tRNA
YEL011W	protein_coding
YBR135W	protein_coding
YOL142W	protein_coding
YGL151W	protein_coding
YFR022W	protein_coding
YER179W	protein_coding
YPR191W	protein_coding
YGL024W	protein_coding
YBR171W	protein_coding
YDL146W	protein_coding
YLR289W	protein_coding
YDR163W	protein_coding
YGL184C	protein_coding
YLL026W	protein_coding
YIL039W	protein_coding
YGL055W	protein_coding
YGL226W	protein_coding
YOR107W	protein_coding
YOL127W	protein_coding
YNL261W	protein_coding
YML100W	protein_coding
YGL058W	protein_coding
YPL187W	protein_coding
YGR137W	protein_coding
YNR042W	protein_coding
YBR146W	protein_coding
YNR006W	protein_coding
YNL054W	protein_coding
YJL052W	protein_coding
YGR198W	protein_coding
YOR265W	protein_coding
YOR057W	protein_coding
YOL025W	protein_coding
YML012W	protein_coding
YMR036C	protein_coding
YLR370C	protein_coding
YLR152C	protein_coding
YLR111W	protein_coding
YHL009C	protein_coding
YLR012C	protein_coding
YGR010W	protein_coding
YGL186C	protein_coding
snR31	snoRNA
YCL001W-B	protein_coding
YGL117W	protein_coding
YIL084C	protein_coding
YOR008W-B	protein_coding
YJR094W-A	protein_coding
YGL200C	protein_coding
YDR201W	protein_coding
YGR262C	protein_coding
YLR227C	protein_coding
YER089C	protein_coding
YCR064C	protein_coding
YOR124C	protein_coding
YPL152W-A	protein_coding
YML122C	protein_coding
snR18	snoRNA
YFR011C	protein_coding
YBR007C	protein_coding
YKL122C	protein_coding
YGL158W	protein_coding
YPR024W	protein_coding
YPL233W	protein_coding
YIL105W-A	protein_coding
tS(AGA)D3	tRNA
YFL044C	protein_coding
tH(GUG)K	tRNA
YDL162C	protein_coding
YPR173C	protein_coding
YGR089W	protein_coding
YGR110W	protein_coding
YOR075W	protein_coding
YLR433C	protein_coding
YGL165C	protein_coding
snR37	snoRNA
YOR069W	protein_coding
YKL133C	protein_coding
YGR043C	protein_coding
YDR497C	protein_coding
YCR046C	protein_coding
YML038C	protein_coding
YCR054C	protein_coding
YNR058W	protein_coding
YLR246W	protein_coding
YGR042W	protein_coding
YDR127W	protein_coding
RUF20	ncRNA
YGR278W	protein_coding
YOR363C	protein_coding
YDL160C-A	protein_coding
YLR085C	protein_coding
YER029C	protein_coding
YOL071W	protein_coding
YKR057W	protein_coding
YGR087C	protein_coding
YEL055C	protein_coding
YOR382W	protein_coding
YNL075W	protein_coding
YPL010W	protein_coding
YJR038C	protein_coding
YML131W	protein_coding
YGR026W	protein_coding
YLR093C	protein_coding
YJL022W	protein_coding
YKR054C	protein_coding
YEL065W	protein_coding
YGL105W	protein_coding
YGL115W	protein_coding
YNL036W	protein_coding
YER173W	protein_coding
YKR056W	protein_coding
YJL073W	protein_coding
YDL128W	protein_coding
YIL102C-A	protein_coding
YLR026C	protein_coding
YDR310C	protein_coding
YLR267W	protein_coding
YKL203C	protein_coding
YNR002C	protein_coding
YGR079W	protein_coding
YNL280C	protein_coding
YNL167C	protein_coding
YMR321C	protein_coding
YFR056C	protein_coding
YFR032C-A	protein_coding
YFL047W	protein_coding
YBR081C	protein_coding
YOL159C	protein_coding
YNR046W	protein_coding
YNL294C	protein_coding
YBR056C-B	protein_coding
YDL191W	protein_coding
YDR147W	protein_coding
YOR188W	protein_coding
YDL155W	protein_coding
YLR463C	protein_coding
YNL063W	protein_coding
YBL038W	protein_coding
YHL004W	protein_coding
tG(GCC)G1	tRNA
YHR056W-A	protein_coding
YAR020C	protein_coding
YOR178C	protein_coding
YPL017C	protein_coding
YHL046C	protein_coding
YGR210C	protein_coding
YLR157C-C	protein_coding
YJR144W	protein_coding
YDL096C	protein_coding
YDL058W	protein_coding
YIL109C	protein_coding
YEL005C	protein_coding
tD(GUC)J3	tRNA
YIR034C	protein_coding
YOR338W	protein_coding
YMR272W-A	protein_coding
YOL147C	protein_coding
YFL066C	protein_coding
YBR009C	protein_coding
YDL157C	protein_coding
YDR144C	protein_coding
YJR151W-A	protein_coding
YDR059C	protein_coding
YDR443C	protein_coding
YHR163W	protein_coding
YOR161W-A	protein_coding
YCL001W	protein_coding
YNL146C-A	protein_coding
YDR405W	protein_coding
YJR010W	protein_coding
YAL046C	protein_coding
tF(GAA)H2	tRNA
YPL012W	protein_coding
YGL003C	protein_coding
YKR024C	protein_coding
YNL015W	protein_coding
YGR122W	protein_coding
YDL188C	protein_coding
YCR104W	protein_coding
YJL029C	protein_coding
YMR222C	protein_coding
YBR056W-A	protein_coding
YDR102C	protein_coding
YGL189C	protein_coding
YLR405W	protein_coding
YGL177W	protein_coding
YPR017C	protein_coding
YER163C	protein_coding
YBR069C	protein_coding
YCL046W	protein_coding
YNL305C	protein_coding
snR128	snoRNA
Q0144	protein_coding
tN(GUU)O1	tRNA
YDR382W	protein_coding
YLR294C	protein_coding
YDR407C	protein_coding
YNL017C	protein_coding
YDR244W	protein_coding
YKR104W	protein_coding
YGL020C	protein_coding
YHL030W-A	protein_coding
YDR475C	protein_coding
YPL131W	protein_coding
YNR067C	protein_coding
YPL116W	protein_coding
YOR273C	protein_coding
YIL097W	protein_coding
YNR070W	protein_coding
YGL193C	protein_coding
YLR149C-A	protein_coding
YMR044W	protein_coding
YGL224C	protein_coding
YER003C	protein_coding
YDR291W	protein_coding
YDR277C	protein_coding
YHL002C-A	protein_coding
YNL086W	protein_coding
YGR069W	protein_coding
YGR053C	protein_coding
YPL034W	protein_coding
YNL050C	protein_coding
YLR419W	protein_coding
YLL031C	protein_coding
YFL014W	protein_coding
YOR113W	protein_coding
YFR026C	protein_coding
YIL118W	protein_coding
YLR065C	protein_coding
YDL082W	protein_coding
YDL241W	protein_coding
YKR103W	protein_coding
YBL003C	protein_coding
YLL023C	protein_coding
YLL034C	protein_coding
YNL117W	protein_coding
YNL040W	protein_coding
YNL226W	protein_coding
tR(UCU)G2	tRNA
YOR381W	protein_coding
YBR200W-A	protein_coding
YGL129C	protein_coding
YHR204W	protein_coding
YMR086W	protein_coding
RDN5-2	rRNA
YBR217W	protein_coding
YPL261C	protein_coding
YKL077W	protein_coding
YCL026C-A	protein_coding
YPR143W	protein_coding
snR11	snoRNA
YIL051C	protein_coding
YJL070C	protein_coding
YML115C	protein_coding
YPL280W	protein_coding
YKL224C	protein_coding
YGR276C	protein_coding
YFL062W	protein_coding
YBL039C	protein_coding
YBL042C	protein_coding
YHL006W-A	protein_coding
YDL041W	protein_coding
YGL136C	protein_coding
YFL059W	protein_coding
YMR132C	protein_coding
YJR021C	protein_coding
YFR041C	protein_coding
YMR099C	protein_coding
YKL123W	protein_coding
YDL092W	protein_coding
YDR166C	protein_coding
YGR148C	protein_coding
YGL194C-A	protein_coding
YJL161W	protein_coding
YGL243W	protein_coding
YPL276W	pseudogene
YJL201W	protein_coding
YGR081C	protein_coding
YBR255C-A	protein_coding
YPR148C	protein_coding
YOR186C-A	protein_coding
YOL076W	protein_coding
YCR021C	protein_coding
YPL186C	protein_coding
YKL201C	protein_coding
YER128W	protein_coding
YLR187W	protein_coding
YJR093C	protein_coding
YOR060C	protein_coding
tH(GUG)M	tRNA
snR73	snoRNA
YDR499W	protein_coding
ETS1-1	rRNA
tC(GCA)Q	tRNA
YGL227W	protein_coding
YPR112C	protein_coding
YHR164C	protein_coding
YFL003C	protein_coding
YKR093W	protein_coding
YHR074W	protein_coding
YPL052W	protein_coding
YPL238C	protein_coding
YOL113W	protein_coding
YLR197W	protein_coding
YBL059C-A	protein_coding
YBR053C	protein_coding
YHR161C	protein_coding
snR83	snoRNA
YOR008C-A	protein_coding
YLR357W	protein_coding
YJR019C	protein_coding
YKL053W	protein_coding
YLR423C	protein_coding
YBL010C	protein_coding
YOR253W	protein_coding
YHR214W-A	protein_coding
YJR034W	protein_coding
YGR270C-A	protein_coding
YJL220W	protein_coding
YOR213C	protein_coding
YGR191W	protein_coding
YNR071C	protein_coding
YOL110W	protein_coding
YDR003W	protein_coding
YDR120C	protein_coding
YMR095C	protein_coding
YJR084W	protein_coding
YDL140C	protein_coding
YGR200C	protein_coding
YDR179C	protein_coding
YDL165W	protein_coding
YPL061W	protein_coding
YDL244W	protein_coding
YNL275W	protein_coding
YJL002C	protein_coding
YOR098C	protein_coding
YPR044C	protein_coding
YOL056W	protein_coding
YKL048C	protein_coding
YFR029W	protein_coding
YGR091W	protein_coding
YDR240C	protein_coding
YER030W	protein_coding
YHL044W	protein_coding
YGL138C	protein_coding
YPR135W	protein_coding
YPL196W	protein_coding
YLR099W-A	protein_coding
YLR126C	protein_coding
YHR007C-A	protein_coding
YJL050W	protein_coding
YMR290W-A	protein_coding
YNL239W	protein_coding
YER178W	protein_coding
Q0017	protein_coding
YPL255W	protein_coding
YAL063C	protein_coding
YJL104W	protein_coding
YGL194C	protein_coding
YHR078W	protein_coding
YDR091C	protein_coding
YJL037W	protein_coding
YGR146C-A	protein_coding
YAL069W	protein_coding
YNL308C	protein_coding
YLR176C	protein_coding
YOR328W	protein_coding
YKL125W	protein_coding
YOR070C	protein_coding
YNL089C	protein_coding
YMR134W	protein_coding
YJR080C	protein_coding
YDR391C	protein_coding
YDR413C	protein_coding
YOR126C	protein_coding
YOR243C	protein_coding
YCR079W	protein_coding
YHL021C	protein_coding
YDL022W	protein_coding
YDL019C	protein_coding
YLR393W	protein_coding
YLR368W	protein_coding
YGR255C	protein_coding
YKL038W	protein_coding
YNL071W	protein_coding
YLR143W	protein_coding
YGL016W	protein_coding
YER093C	protein_coding
YPL020C	protein_coding
YDR096W	protein_coding
YHR170W	protein_coding
YHR141C	protein_coding
YGR208W	protein_coding
YNL149C	protein_coding
YJL179W	protein_coding
YER072W	protein_coding
YMR089C	protein_coding
YJR153W	protein_coding
YBR101C	protein_coding
YMR284W	protein_coding
YJL163C	protein_coding
YJL093C	protein_coding
YOR193W	protein_coding
YLR186W	protein_coding
YHR086W-A	protein_coding
YCL059C	protein_coding
YKL148C	protein_coding
YDL213C	protein_coding
YNL192W	protein_coding
YPL246C	protein_coding
YJR114W	protein_coding
YMR245W	protein_coding
YGR174C	protein_coding
YEL018C-A	protein_coding
YDR339C	protein_coding
tN(GUU)N2	tRNA
YNL295W	protein_coding
YNL319W	protein_coding
YDR415C	protein_coding
YKL021C	protein_coding
YOL002C	protein_coding
YMR077C	protein_coding
YNL334C	protein_coding
YEL076C	protein_coding
YDL075W	protein_coding
YMR203W	protein_coding
YOR332W	protein_coding
YJL172W	protein_coding
YPL189W	protein_coding
YPR034W	protein_coding
YIL070C	protein_coding
YKL022C	protein_coding
YOR072W-B	protein_coding
YGR032W	protein_coding
YOL036W	protein_coding
YMR142C	protein_coding
YAR018C	protein_coding
YCR032W	protein_coding
YOR293C-A	protein_coding
YLL054C	protein_coding
YOR326W	protein_coding
YOR316C	protein_coding
YML078W	protein_coding
YGR284C	protein_coding
YKL051W	protein_coding
RNA170	ncRNA
YPR189W	protein_coding
YOL042W	protein_coding
YGL106W	protein_coding
YPR203W	protein_coding
YPR111W	protein_coding
YPL184C	protein_coding
YDR045C	protein_coding
YDR231C	protein_coding
YLR341W	protein_coding
snR74	snoRNA
YOR029W	protein_coding
YGR252W	protein_coding
YLR101C	protein_coding
YDL149W	protein_coding
YNL024C-A	protein_coding
YKL007W	protein_coding
YMR283C	protein_coding
YOR163W	protein_coding
YPR115W	protein_coding
YKL140W	protein_coding
YKL117W	protein_coding
YIL132C	protein_coding
YJL132W	protein_coding
YPL087W	protein_coding
tF(GAA)M	tRNA
YPR049C	protein_coding
YBR034C	protein_coding
YNL009W	protein_coding
YDL104C	protein_coding
YIL017C	protein_coding
tL(UAG)J	tRNA
YHR049C-A	protein_coding
YPR014C	protein_coding
YLR068W	protein_coding
YHR131C	protein_coding
YIL057C	protein_coding
YOR373W	protein_coding
YJL058C	protein_coding
YDR203W	protein_coding
YAL017W	protein_coding
YLR256W	protein_coding
YMR211W	protein_coding
YER018C	protein_coding
tE(UUC)G1	tRNA
YPR170W-A	protein_coding
YNR028W	protein_coding
YJL171C	protein_coding
YPR169W-A	protein_coding
YDL145C	protein_coding
YPL169C	protein_coding
YIL105C	protein_coding
YBR261C	protein_coding
YOR260W	protein_coding
YJL106W	protein_coding
YLR362W	protein_coding
YML099W-A	protein_coding
YER010C	protein_coding
YOR296W	protein_coding
YPL107W	protein_coding
YDL115C	protein_coding
YER081W	protein_coding
YLR131C	protein_coding
YJL156W-A	protein_coding
YLR099C	protein_coding
YHR001W	protein_coding
YNL029C	protein_coding
YKR066C	protein_coding
YLR409C	protein_coding
YHR208W	protein_coding
YLL001W	protein_coding
YIR033W	protein_coding
YNL217W	protein_coding
YAL060W	protein_coding
YGL120C	protein_coding
tY(GUA)D	tRNA
tE(CUC)I	tRNA
YDL073W	protein_coding
YPL147W	protein_coding
YLR288C	protein_coding
YIR014W	protein_coding
YBL100C	protein_coding
YDR026C	protein_coding
YDR414C	protein_coding
YML050W	protein_coding
YER111C	protein_coding
tF(GAA)N	tRNA
YGL225W	protein_coding
YOL132W	protein_coding
YNL087W	protein_coding
YML069W	protein_coding
YPL160W	protein_coding
YGL070C	protein_coding
YDR155C	protein_coding
YDR011W	protein_coding
YDR236C	protein_coding
YNL195C	protein_coding
YBL027W	protein_coding
YNL291C	protein_coding
YMR073C	protein_coding
YPR020W	protein_coding
YGR266W	protein_coding
YMR143W	protein_coding
YML023C	protein_coding
YDL007W	protein_coding
ITS2-1	rRNA
YPL166W	protein_coding
YGR204W	protein_coding
YPR113W	protein_coding
YPL062W	protein_coding
YPR199C	protein_coding
YDR028C	protein_coding
YHR148W	protein_coding
YLR364C-A	protein_coding
snR3	snoRNA
YNR007C	protein_coding
YOR369C	protein_coding
YJL079C	protein_coding
Q0250	protein_coding
YPR129W	protein_coding
YOR376W	protein_coding
YJL223C	protein_coding
YFR034C	protein_coding
YOL097W-A	protein_coding
YJL164C	protein_coding
YML026C	protein_coding
YER149C	protein_coding
YIL004C	protein_coding
YLR235C	protein_coding
YJL067W	protein_coding
YAL055W	protein_coding
YNL311C	protein_coding
YKL207W	protein_coding
YDL116W	protein_coding
YLR191W	protein_coding
YEL052W	protein_coding
YDR397C	protein_coding
tA(UGC)O	tRNA
YGR270W	protein_coding
YLR311C	protein_coding
YOR314W-A	protein_coding
YDR536W	protein_coding
YMR297W	protein_coding
YFR018C	protein_coding
YEL060C	protein_coding
YMR200W	protein_coding
YER189W	protein_coding
RDN5-5	rRNA
YOR380W	protein_coding
YLR074C	protein_coding
YER185W	protein_coding
YDL052C	protein_coding
YGL204C	protein_coding
YMR232W	protein_coding
YER190W	protein_coding
YCR066W	protein_coding
YJR063W	protein_coding
YKL084W	protein_coding
YPR006C	protein_coding
YGR211W	protein_coding
YHR175W	protein_coding
YDR326C	protein_coding
YOR196C	protein_coding
YLL006W	protein_coding
YPR056W	protein_coding
YOR350C	protein_coding
YOL137W	protein_coding
YAR027W	protein_coding
YBR230C	protein_coding
YPL223C	protein_coding
YCR035C	protein_coding
YGL174W	protein_coding
YDL033C	protein_coding
YLR443W	protein_coding
YOR122C	protein_coding
YJL149W	protein_coding
YKL100W-A	protein_coding
YOR256C	protein_coding
YAL030W	protein_coding
YBR040W	protein_coding
YPR010C-A	protein_coding
YER012W	protein_coding
YKL035W	protein_coding
YLR325C	protein_coding
YDR398W	protein_coding
YMR201C	protein_coding
YCR002C	protein_coding
YDL031W	protein_coding
YMR007W	protein_coding
YLR080W	protein_coding
YHR113W	protein_coding
YFL068W	protein_coding
YLR145W	protein_coding
YEL016C	protein_coding
YOL094C	protein_coding
YIL169C	protein_coding
YOR336W	protein_coding
YHR085W	protein_coding
YNL002C	protein_coding
YDR354C-A	protein_coding
YMR066W	protein_coding
YLR058C	protein_coding
YMR016C	protein_coding
YGR288W	protein_coding
YMR031C	protein_coding
YBR025C	protein_coding
YDL077C	protein_coding
YLR210W	protein_coding
YGL100W	protein_coding
YBR089W	protein_coding
YDL135C	protein_coding
YGL014W	protein_coding
YKL027W	protein_coding
tN(GUU)L	tRNA
YGL065C	protein_coding
YDR064W	protein_coding
YBL060W	protein_coding
YGR126W	protein_coding
YNL120C	protein_coding
YOR174W	protein_coding
YER040W	protein_coding
YOR275C	protein_coding
YPL254W	protein_coding
YPR088C	protein_coding
YDL072C	protein_coding
YDR053W	protein_coding
YLR269C	protein_coding
YDL012C	protein_coding
YNL052W	protein_coding
YDR482C	protein_coding
YMR262W	protein_coding
YDL070W	protein_coding
YKL153W	protein_coding
YBR209W	protein_coding
YHR160C	protein_coding
YBL054W	protein_coding
YLR343W	protein_coding
YDR464C-A	protein_coding
YJL117W	protein_coding
tL(CAA)N	tRNA
YIL005W	protein_coding
YKR079C	protein_coding
YGL188C	protein_coding
YDR410C	protein_coding
YNL103W-A	protein_coding
YPR197C	protein_coding
YNR039C	protein_coding
YDL114W-A	protein_coding
YKR018C	protein_coding
YEL026W	protein_coding
YOR044W	protein_coding
YMR300C	protein_coding
YPL073C	protein_coding
YPL058C	protein_coding
YLL015W	protein_coding
YDL022C-A	protein_coding
YML082W	protein_coding
YKR089C	protein_coding
YKL116C	protein_coding
YGL018C	protein_coding
YOR346W	protein_coding
YBR010W	protein_coding
YFL045C	protein_coding
tW(CCA)J	tRNA
YEL021W	protein_coding
YBR067C	protein_coding
tA(AGC)F	tRNA
YLR406C-A	protein_coding
YDR432W	protein_coding
YOR014W	protein_coding
YLR007W	protein_coding
YBR238C	protein_coding
YDL152W	protein_coding
YER076C	protein_coding
tE(CUC)D	tRNA
YBR047W	protein_coding
YNL162W-A	protein_coding
YJL060W	protein_coding
YOL069W	protein_coding
YLR323C	protein_coding
YOR298C-A	protein_coding
YNL007C	protein_coding
YBR142W	protein_coding
tN(GUU)G	tRNA
YDL240C-A	protein_coding
YDL232W	protein_coding
YHR026W	protein_coding
tS(AGA)E	tRNA
YDL159W-A	protein_coding
YNL035C	protein_coding
YDR115W	protein_coding
YCL048W	protein_coding
YMR064W	protein_coding
YDR169C	protein_coding
YBL091C	protein_coding
YCR045W-A	protein_coding
YPR200C	protein_coding
YLL030C	protein_coding
YFR009W	protein_coding
YNL317W	protein_coding
YBL093C	protein_coding
YLR266C	protein_coding
YKL155C	protein_coding
YAR007C	protein_coding
YHL048C-A	protein_coding
YIL106W	protein_coding
YGL068W	protein_coding
YPR172W	protein_coding
tF(GAA)P2	tRNA
YML011C	protein_coding
YNL001W	protein_coding
YLL055W	protein_coding
YKL214C	protein_coding
YOR194C	protein_coding
YER115C	protein_coding
tL(UAA)B2	tRNA
YHR059W	protein_coding
YKL039W	protein_coding
YOR002W	protein_coding
YDR478W	protein_coding
YJL146W	protein_coding
YDR206W	protein_coding
YOL134C	protein_coding
YPR108W	protein_coding
YLR278C	protein_coding
YMR111C	protein_coding
YKR101W	protein_coding
YMR097C	protein_coding
YDR014W	protein_coding
YER068C-A	protein_coding
YOR394W	protein_coding
YDR457W	protein_coding
YOR017W	protein_coding
tE(UUC)E2	tRNA
YNL094W	protein_coding
YDR083W	protein_coding
YBL007C	protein_coding
YKR013W	protein_coding
YDL171C	protein_coding
tR(ACG)J	tRNA
YBL064C	protein_coding
YEL007W	protein_coding
YBL088C	protein_coding
YPL127C	protein_coding
YLR033W	protein_coding
YJL136C	protein_coding
YDR024W	protein_coding
YDL004W	protein_coding
snR81	snoRNA
YPR002W	protein_coding
YBR023C	protein_coding
YOR268C	protein_coding
YLR271W	protein_coding
YGR177C	protein_coding
YHL039W	protein_coding
YGR296W	protein_coding
Q0075	protein_coding
YGR068C	protein_coding
YOR142W	protein_coding
YLR096W	protein_coding
YHL043W	protein_coding
YKR042W	protein_coding
YHR024C	protein_coding
YDR065W	protein_coding
YKL191W	protein_coding
YMR110C	protein_coding
YGR217W	protein_coding
YGR035W-A	protein_coding
YLR234W	protein_coding
YBR002C	protein_coding
YMR157C	protein_coding
YPL266W	protein_coding
YLR296W	protein_coding
YBR246W	protein_coding
YOR379C	protein_coding
YGL167C	protein_coding
YJR161C	protein_coding
YGR050C	protein_coding
YPL081W	protein_coding
YPL225W	protein_coding
YJR140C	protein_coding
YER070W	protein_coding
YDL034W	protein_coding
YLR262C	protein_coding
YGR187C	protein_coding
YBR147W	protein_coding
YOR330C	protein_coding
YPL155C	protein_coding
YGL169W	protein_coding
YIL149C	protein_coding
YIL147C	protein_coding
YJL221C	protein_coding
YCL069W	protein_coding
YML074C	protein_coding
YJR030C	protein_coding
YDR111C	protein_coding
YDR128W	protein_coding
YJL119C	protein_coding
YER080W	protein_coding
YER052C	protein_coding
YHR033W	protein_coding
tP(UGG)F	tRNA
YDR159W	protein_coding
tQ(UUG)L	tRNA
YBL029C-A	protein_coding
YOL151W	protein_coding
YDR118W-A	protein_coding
YBL063W	protein_coding
YKL104C	protein_coding
tC(GCA)P1	tRNA
YEL068C	protein_coding
YLL005C	protein_coding
YDR118W	protein_coding
YCL057W	protein_coding
YER132C	protein_coding
Q0140	protein_coding
YOL138C	protein_coding
YML021C	protein_coding
YPL210C	protein_coding
YFR034W-A	protein_coding
YNL122C	protein_coding
YDL234C	protein_coding
YLR014C	protein_coding
YLR404W	protein_coding
YHR119W	protein_coding
YOL019W	protein_coding
YMR183C	protein_coding
YDL098C	protein_coding
YKL118W	protein_coding
YLR153C	protein_coding
YBR013C	protein_coding
YFR032C-B	protein_coding
YLR078C	protein_coding
YMR161W	protein_coding
YNL058C	protein_coding
YER047C	protein_coding
tT(UGU)G2	tRNA
YDL010W	protein_coding
YNL313C	protein_coding
YDL065C	protein_coding
YDR349C	protein_coding
YKL034W	protein_coding
YDR050C	protein_coding
YDR284C	protein_coding
YOR311C	protein_coding
YMR030W-A	protein_coding
YNL025C	protein_coding
YHR146W	protein_coding
YHR195W	protein_coding
YCL065W	protein_coding
YKR006C	protein_coding
YGR075C	protein_coding
YDR528W	protein_coding
YCR020C	protein_coding
YKL073W	protein_coding
YCL054W-A	protein_coding
YJL084C	protein_coding
YER170W	protein_coding
YBR149W	protein_coding
YFR044C	protein_coding
tE(UUC)Q	tRNA
YDL138W	protein_coding
YJL010C	protein_coding
YGL153W	protein_coding
YAL045C	protein_coding
YDL187C	protein_coding
YGL146C	protein_coding
YCR011C	protein_coding
YCL076W	protein_coding
YLL021W	protein_coding
YBR193C	protein_coding
YPR180W	protein_coding
YHR086W	protein_coding
YDR545W	protein_coding
YLR150W	protein_coding
YNR075W	protein_coding
YDR253C	protein_coding
YDL112W	protein_coding
YGR237C	protein_coding
YNL309W	protein_coding
YNR015W	protein_coding
YKL086W	protein_coding
YPR151C	protein_coding
YLR200W	protein_coding
YJR115W	protein_coding
YGR085C	protein_coding
YNL008C	protein_coding
YPR174C	protein_coding
YLR252W	protein_coding
YLR427W	protein_coding
YGL240W	protein_coding
YKL024C	protein_coding
YNL116W	protein_coding
YDL142C	protein_coding
YPR033C	protein_coding
YNL165W	protein_coding
YGR157W	protein_coding
YJR071W	protein_coding
YDR316W	protein_coding
YDR157W	protein_coding
YCL004W	protein_coding
YLR301W	protein_coding
YOR032C	protein_coding
YGR265W	protein_coding
YHR180W	protein_coding
YJL051W	protein_coding
YIL071C	protein_coding
YJR092W	protein_coding
YDR428C	protein_coding
YPR100W	protein_coding
YMR100W	protein_coding
YDR246W	protein_coding
YOR308C	protein_coding
YNL234W	protein_coding
YDR354W	protein_coding
YMR275C	protein_coding
YIL064W	protein_coding
YBR237W	protein_coding
YPR057W	protein_coding
tK(UUU)K	tRNA
YPL200W	protein_coding
YBL106C	protein_coding
YPL162C	protein_coding
YOR004W	protein_coding
YPR080W	protein_coding
YPR004C	protein_coding
YDR373W	protein_coding
YJR119C	protein_coding
YGL210W	protein_coding
YAR003W	protein_coding
YJR060W	protein_coding
YPR157W	protein_coding
YNL041C	protein_coding
YDR343C	protein_coding
YOR140W	protein_coding
YIL128W	protein_coding
YDR264C	protein_coding
YPR124W	protein_coding
YOR266W	protein_coding
YNR020C	protein_coding
YKL063C	protein_coding
YOR202W	protein_coding
YPR177C	protein_coding
tE(UUC)C	tRNA
YOR248W	protein_coding
YHR135C	protein_coding
