Gene stable ID	Gene type
YIL020C-A	protein_coding
YGL229C	protein_coding
YMR316C-B	protein_coding
YBR157C	protein_coding
YGR055W	protein_coding
YLR299C-A	protein_coding
tV(CAC)D	tRNA
YDL108W	protein_coding
YGR072W	protein_coding
YKL068W	protein_coding
YDR313C	protein_coding
YPL271W	protein_coding
YCR019W	protein_coding
YBL017C	protein_coding
YDR496C	protein_coding
YPL027W	protein_coding
YMR279C	protein_coding
YJL222W-B	protein_coding
YCL007C	protein_coding
YHR019C	protein_coding
YLL041C	protein_coding
YCR033W	protein_coding
YAR002C-A	protein_coding
YNL085W	protein_coding
YBR289W	protein_coding
YPL076W	protein_coding
YPL100W	protein_coding
YBR035C	protein_coding
YER079W	protein_coding
YMR244W	protein_coding
YCL005W-A	protein_coding
YLR053C	protein_coding
YDR537C	protein_coding
YIL019W	protein_coding
YDL205C	protein_coding
YML126C	protein_coding
YDL054C	protein_coding
YLR232W	protein_coding
YLR086W	protein_coding
YNL037C	protein_coding
YHR202W	protein_coding
YMR184W	protein_coding
YFR046C	protein_coding
YGL067W	protein_coding
tP(UGG)H	tRNA
YLR298C	protein_coding
YHL016C	protein_coding
YDR531W	protein_coding
tG(GCC)D1	tRNA
YER023W	protein_coding
YGR151C	protein_coding
YOL099C	protein_coding
YBR152W	protein_coding
YDR226W	protein_coding
YGL034C	protein_coding
YPR011C	protein_coding
tD(GUC)J2	tRNA
YLR283W	protein_coding
YDL133C-A	protein_coding
YOR182C	protein_coding
YIL083C	protein_coding
YHR044C	protein_coding
YDR188W	protein_coding
tS(UGA)Q2	tRNA
YOR219C	protein_coding
YGR292W	protein_coding
YHR140W	protein_coding
YHR072W-A	protein_coding
YDL237W	protein_coding
YDR524C	protein_coding
YPR038W	protein_coding
YLR238W	protein_coding
YGR184C	protein_coding
YMR010W	protein_coding
YCR048W	protein_coding
YGR024C	protein_coding
YGL237C	protein_coding
YPR045C	protein_coding
YPL033C	protein_coding
YER024W	protein_coding
YHR210C	protein_coding
YKL092C	protein_coding
tV(AAC)G1	tRNA
YDR189W	protein_coding
YJL047C-A	protein_coding
YMR165C	protein_coding
YGR062C	protein_coding
YGL161C	protein_coding
YMR206W	protein_coding
YMR019W	protein_coding
YCR073C	protein_coding
tI(AAU)N2	tRNA
YBR127C	protein_coding
YPR136C	protein_coding
YGR076C	protein_coding
YOR232W	protein_coding
tT(AGU)J	tRNA
YML012C-A	protein_coding
YNL068C	protein_coding
tA(AGC)H	tRNA
snR39	snoRNA
YMR123W	protein_coding
YJL100W	protein_coding
YOL061W	protein_coding
YJL206C	protein_coding
YKL222C	protein_coding
YHR032W-A	protein_coding
YJL005W	protein_coding
YLL059C	protein_coding
YHR139C	protein_coding
YPL239W	protein_coding
YMR170C	protein_coding
YDR090C	protein_coding
RUF5-1	ncRNA
YOL092W	protein_coding
YCL018W	protein_coding
YBL023C	protein_coding
YDR161W	protein_coding
YLR048W	protein_coding
tG(GCC)J1	tRNA
YMR280C	protein_coding
YBL044W	protein_coding
YPL118W	protein_coding
YEL025C	protein_coding
tL(UAA)J	tRNA
YNR077C	protein_coding
YNR022C	protein_coding
YBR017C	protein_coding
YJR126C	protein_coding
YDR376W	protein_coding
YKL120W	protein_coding
YDR450W	protein_coding
tE(UUC)J	tRNA
YBR079C	protein_coding
YDR402C	protein_coding
YHR155W	protein_coding
YHR211W	protein_coding
YBR137W	protein_coding
YGR049W	protein_coding
YJL026C-A	protein_coding
YPR075C	protein_coding
YNL259C	protein_coding
YOR162C	protein_coding
YOR158W	protein_coding
YHL012W	protein_coding
YAL026C-A	protein_coding
YDR257C	protein_coding
YGL062W	protein_coding
YIR030C	protein_coding
YGL103W	protein_coding
IRT1	ncRNA
YML037C	protein_coding
YGR124W	protein_coding
YGR294W	protein_coding
YBR291C	protein_coding
YOL032W	protein_coding
YPL222W	protein_coding
YIL059C	protein_coding
YMR219W	protein_coding
YPL153C	protein_coding
YKL175W	protein_coding
YOR313C	protein_coding
YMR070W	protein_coding
YDR525W	protein_coding
YDR074W	protein_coding
tM(CAU)C	tRNA
YGL259W	protein_coding
YML009C	protein_coding
YBR045C	protein_coding
YLR120W-A	protein_coding
YPL134C	protein_coding
YDL035C	protein_coding
YBR036C	protein_coding
YER016W	protein_coding
YLR229C	protein_coding
YMR151W	protein_coding
YML053C	protein_coding
YJR052W	protein_coding
YGR027C	protein_coding
YPL093W	protein_coding
YHL018W	protein_coding
YMR196W	protein_coding
YMR116C	protein_coding
YDR449C	protein_coding
YML093W	protein_coding
YIL151C	protein_coding
YDR491C	protein_coding
YGR120C	protein_coding
YPR023C	protein_coding
tP(UGG)L	tRNA
YLR277C	protein_coding
YJR075W	protein_coding
YGL093W	protein_coding
YGR168C	protein_coding
YAL034C	protein_coding
YOR090C	protein_coding
YDR463W	protein_coding
YBR276C	protein_coding
tQ(CUG)M	tRNA
YJR154W	protein_coding
YLR316C	protein_coding
YFR057W	protein_coding
YGL001C	protein_coding
YML009C-A	protein_coding
YLR459W	protein_coding
tL(UAG)L1	tRNA
YFL015W-A	protein_coding
YKR098C	protein_coding
YIL062C	protein_coding
YER006C-A	protein_coding
YML057C-A	protein_coding
YNL168C	protein_coding
tT(UAG)Q2	tRNA
YML003W	protein_coding
YDL064W	protein_coding
YOL129W	protein_coding
YOR037W	protein_coding
YOR280C	protein_coding
YBR236C	protein_coding
YAR023C	protein_coding
YIL134C-A	protein_coding
YOR189W	protein_coding
YDR190C	protein_coding
YGL112C	protein_coding
YMR006C	protein_coding
YML094W	protein_coding
YKR051W	protein_coding
YGR033C	protein_coding
YGL190C	protein_coding
YHR009C	protein_coding
YDL231C	protein_coding
YHR123W	protein_coding
YDR124W	protein_coding
YGL246C	protein_coding
YMR198W	protein_coding
YML108W	protein_coding
YIL160C	protein_coding
YMR158W-B	protein_coding
YLR379W	protein_coding
YBL100W-C	protein_coding
YDR145W	protein_coding
YDL061C	protein_coding
YML019W	protein_coding
YCR001W	protein_coding
YKL032C	protein_coding
YLR263W	protein_coding
YPL256C	protein_coding
YPL099C	protein_coding
YMR176W	protein_coding
YGR114C	protein_coding
YDL040C	protein_coding
YHR052W	protein_coding
YGR128C	protein_coding
YDR312W	protein_coding
YLR102C	protein_coding
YKL010C	protein_coding
YNL158W	protein_coding
YBL006W-A	protein_coding
YDR162C	protein_coding
YDL101C	protein_coding
YML081C-A	protein_coding
YAL061W	protein_coding
YKR041W	protein_coding
YHR091C	protein_coding
YCL010C	protein_coding
YLR275W	protein_coding
tS(AGA)A	tRNA
YDR336W	protein_coding
YMR002W	protein_coding
YIL096C	protein_coding
YER062C	protein_coding
YKL090W	protein_coding
YGR059W	protein_coding
YNL322C	protein_coding
YJR149W	protein_coding
YJR157W	protein_coding
YOR063W	protein_coding
YLR091W	protein_coding
YEL050C	protein_coding
tL(GAG)G	tRNA
YPL064C	protein_coding
YPL101W	protein_coding
YPL247C	protein_coding
YNL337W	protein_coding
YMR276W	protein_coding
YMR301C	protein_coding
YDR103W	protein_coding
YGL208W	protein_coding
YPR066W	protein_coding
YNL286W	protein_coding
YDR488C	protein_coding
snR34	snoRNA
YFL048C	protein_coding
YJL027C	protein_coding
YBR141W-A	protein_coding
tG(GCC)P1	tRNA
YFR053C	protein_coding
YGR132C	protein_coding
YPR093C	protein_coding
tS(AGA)D2	tRNA
YGL092W	protein_coding
YPL037C	protein_coding
YOR310C	protein_coding
YBL031W	protein_coding
YMR063W	protein_coding
YGL178W	protein_coding
YKL033W-A	protein_coding
YGR296C-A	protein_coding
YLR084C	protein_coding
YHR036W	protein_coding
YKL176C	protein_coding
YMR229C	protein_coding
YOR238W	protein_coding
YOR367W	protein_coding
YOR297C	protein_coding
YJL014W	protein_coding
YPR165W	protein_coding
YDR009W	protein_coding
YIL164C	protein_coding
YLR435W	protein_coding
YLR112W	protein_coding
YNL147W	protein_coding
YOR176W	protein_coding
YPL177C	protein_coding
YJL203W	protein_coding
YDR034C	protein_coding
YFL036W	protein_coding
YHR217C	protein_coding
YJL174W	protein_coding
YDR329C	protein_coding
tW(UCA)Q	tRNA
YDL229W	protein_coding
YKR029C	protein_coding
YDR285W	protein_coding
YAL021C	protein_coding
YPL157W	protein_coding
YGL163C	protein_coding
YJR035W	protein_coding
YPL194W	protein_coding
tG(GCC)F1	tRNA
tE(UUC)E1	tRNA
YBR196C	protein_coding
YOR183W	protein_coding
YDL025W-A	protein_coding
YMR071C	protein_coding
YPL119C-A	protein_coding
YOR236W	protein_coding
YDL203C	protein_coding
YDL084W	protein_coding
YLR361C-A	protein_coding
YOR042W	protein_coding
YBL051C	protein_coding
YIL142C-A	protein_coding
YLR447C	protein_coding
YER019C-A	protein_coding
YML004C	protein_coding
YDR468C	protein_coding
YAL002W	protein_coding
YLR412W	protein_coding
YOR246C	protein_coding
YKL184W	protein_coding
YOR073W-A	protein_coding
YML046W	protein_coding
YNL283C	protein_coding
YBR006W	protein_coding
YLR018C	protein_coding
YLR344W	protein_coding
YPR047W	protein_coding
YDR472W	protein_coding
YDL030W	protein_coding
YGL209W	protein_coding
Q0092	protein_coding
YOR056C	protein_coding
YJR090C	protein_coding
YKL019W	protein_coding
YML043C	protein_coding
YOL075C	protein_coding
YDR107C	protein_coding
YHR156C	protein_coding
YPL252C	protein_coding
YOR383C	protein_coding
YKR039W	protein_coding
YOR263C	protein_coding
YOR101W	protein_coding
YHR077C	protein_coding
tS(GCU)F	tRNA
YGR123C	protein_coding
YNL202W	protein_coding
YCL023C	protein_coding
YNL064C	protein_coding
YER121W	protein_coding
YOL141W	protein_coding
YDL127W	protein_coding
YDR237W	protein_coding
YER101C	protein_coding
YHR144C	protein_coding
YBR102C	protein_coding
YNL197C	protein_coding
YIL032C	protein_coding
YGR013W	protein_coding
YOR125C	protein_coding
YOR022C	protein_coding
YKR043C	protein_coding
YGR051C	protein_coding
tF(GAA)Q	tRNA
YJR062C	protein_coding
YLR240W	protein_coding
YDR321W	protein_coding
YGL191W	protein_coding
YDR195W	protein_coding
YDR360W	protein_coding
YNL181W	protein_coding
YOR071C	protein_coding
tT(AGU)C	tRNA
YGR192C	protein_coding
YHR012W	protein_coding
YLR408C	protein_coding
YHR037W	protein_coding
YER044C-A	protein_coding
YPR116W	protein_coding
YBL075C	protein_coding
SCR1	ncRNA
YKL055C	protein_coding
YHR218W-A	protein_coding
YGL036W	protein_coding
YOR011W	protein_coding
YML119W	protein_coding
RDN5-4	rRNA
YKL144C	protein_coding
YPR043W	protein_coding
YJL025W	protein_coding
YPL023C	protein_coding
YLR291C	protein_coding
YPL281C	protein_coding
YOL164W	protein_coding
YGR256W	protein_coding
YHR068W	protein_coding
YPL241C	protein_coding
YDL168W	protein_coding
YPL190C	protein_coding
YKL160W	protein_coding
YLR390W	protein_coding
YKL011C	protein_coding
YPL113C	protein_coding
YGR063C	protein_coding
YDR300C	protein_coding
YJR116W	protein_coding
YLR157W-E	protein_coding
YDL085W	protein_coding
YMR322C	protein_coding
YLR140W	protein_coding
YLR450W	protein_coding
YLR331C	protein_coding
YGR169C	protein_coding
YPL029W	protein_coding
YJL147C	protein_coding
YBR188C	protein_coding
YBR012C	protein_coding
YLR021W	protein_coding
tS(UGA)P	tRNA
YJL180C	protein_coding
YIL174W	pseudogene
YDR524W-C	protein_coding
YOR149C	protein_coding
YJL039C	protein_coding
YKL142W	protein_coding
snR32	snoRNA
snR77	snoRNA
YMR311C	protein_coding
YBL024W	protein_coding
tX(XXX)D	tRNA
YMR124W	protein_coding
YJL112W	protein_coding
YDL016C	protein_coding
YBR107C	protein_coding
YDL156W	protein_coding
YJL068C	protein_coding
YDL228C	protein_coding
tE(UUC)K	tRNA
tA(AGC)G	tRNA
YDL239C	protein_coding
YCR087C-A	protein_coding
YOR172W	protein_coding
YBR103W	protein_coding
YLR394W	protein_coding
YOL143C	protein_coding
tL(UAA)Q	tRNA
YFL041W	protein_coding
YAL059C-A	protein_coding
YBL072C	protein_coding
YGL132W	protein_coding
YDR309C	protein_coding
YER067W	protein_coding
YOR049C	protein_coding
YJR033C	protein_coding
YBR282W	protein_coding
YKL167C	protein_coding
YCL022C	protein_coding
YCR018C	protein_coding
YLR156C-A	protein_coding
YBR288C	protein_coding
YOL131W	protein_coding
YPR137W	protein_coding
YLR203C	protein_coding
YPL219W	protein_coding
YBL113C	protein_coding
YMR230W-A	protein_coding
YNL252C	protein_coding
YDR171W	protein_coding
YDR364C	protein_coding
YMR250W	protein_coding
YJR010C-A	protein_coding
YDL177C	protein_coding
YCL048W-A	protein_coding
YKL218C	protein_coding
YPL222C-A	protein_coding
YCL031C	protein_coding
YLR384C	protein_coding
YNL108C	protein_coding
YNL276C	protein_coding
YPR132W	protein_coding
YOR141C	protein_coding
YER104W	protein_coding
YGR282C	protein_coding
YOL112W	protein_coding
YPR018W	protein_coding
YLL011W	protein_coding
YGR238C	protein_coding
YOR228C	protein_coding
YML048W	protein_coding
YOR388C	protein_coding
snR6	snRNA
YFR040W	protein_coding
YPL168W	protein_coding
tV(AAC)H	tRNA
YIL120W	protein_coding
YKR053C	protein_coding
YBR001C	protein_coding
YDL150W	protein_coding
YDR351W	protein_coding
YIL101C	protein_coding
YLR329W	protein_coding
tG(CCC)O	tRNA
YNL216W	protein_coding
YLR133W	protein_coding
YPL105C	protein_coding
YDR335W	protein_coding
YOR046C	protein_coding
YJL136W-A	protein_coding
YOR286W	protein_coding
YKR069W	protein_coding
YGR047C	protein_coding
YKR059W	protein_coding
tG(UCC)G	tRNA
YMR289W	protein_coding
YAL036C	protein_coding
YDL133W	protein_coding
YER009W	protein_coding
YBR202W	protein_coding
YGR216C	protein_coding
YLL010C	protein_coding
YNL088W	protein_coding
YHR061C	protein_coding
YLR260W	protein_coding
YIL053W	protein_coding
YBR004C	protein_coding
YCL016C	protein_coding
YNL130C	protein_coding
YMR287C	protein_coding
YPL108W	protein_coding
YNL153C	protein_coding
YEL019C	protein_coding
YDR359C	protein_coding
YMR320W	protein_coding
YFL016C	protein_coding
YDL180W	protein_coding
YLR151C	protein_coding
YKR033C	protein_coding
YHL019C	protein_coding
YGL188C-A	protein_coding
YDR371W	protein_coding
YBR295W	protein_coding
YNL186W	protein_coding
YMR057C	protein_coding
YLR249W	protein_coding
YER096W	protein_coding
YER017C	protein_coding
YFL058W	protein_coding
YJL064W	protein_coding
YML042W	protein_coding
YDR524C-B	protein_coding
YMR298W	protein_coding
YFL030W	protein_coding
YGR046W	protein_coding
YGR099W	protein_coding
YKR016W	protein_coding
YEL043W	protein_coding
YGL041C	protein_coding
YNR056C	protein_coding
tA(AGC)M2	tRNA
tG(GCC)C	tRNA
YPL043W	protein_coding
YPR190C	protein_coding
YLR388W	protein_coding
YDL003W	protein_coding
YMR217W	protein_coding
YLL057C	protein_coding
YBR122C	protein_coding
YDR507C	protein_coding
YJR077C	protein_coding
YLR453C	protein_coding
YAR053W	protein_coding
YGL261C	protein_coding
YOR302W	protein_coding
snR78	snoRNA
YBR206W	protein_coding
YFL029C	protein_coding
YMR122C	protein_coding
YOR224C	protein_coding
YOL146W	protein_coding
YKR021W	protein_coding
YBR130C	protein_coding
YMR105W-A	protein_coding
YJL066C	protein_coding
YHR076W	protein_coding
YMR085W	protein_coding
YDL018C	protein_coding
YDR218C	protein_coding
YLL044W	protein_coding
YGL122C	protein_coding
YML121W	protein_coding
YLR399C	protein_coding
YJR031C	protein_coding
YOR095C	protein_coding
YAL037C-B	protein_coding
YNL023C	protein_coding
YJL183W	protein_coding
YGR036C	protein_coding
YGR147C	protein_coding
tT(AGU)I1	tRNA
tE(UUC)M	tRNA
YGL011C	protein_coding
YKR070W	protein_coding
YNL332W	protein_coding
YNR065C	protein_coding
YLR335W	protein_coding
tV(AAC)M1	tRNA
YDR379C-A	protein_coding
YLR120C	protein_coding
YEL069C	protein_coding
YLR397C	protein_coding
YLR097C	protein_coding
YLR230W	protein_coding
YOL150C	protein_coding
tI(UAU)D	tRNA
YHR018C	protein_coding
YNL107W	protein_coding
YAR014C	protein_coding
YOL089C	protein_coding
YNL130C-A	protein_coding
YEL057C	protein_coding
tK(CUU)E2	tRNA
YJL034W	protein_coding
YBL043W	protein_coding
YOR171C	protein_coding
YLR410W	protein_coding
YJR142W	protein_coding
YOL098C	protein_coding
YDL148C	protein_coding
YDR152W	protein_coding
YMR001C	protein_coding
YMR315W	protein_coding
YOR089C	protein_coding
YMR218C	protein_coding
YCR089W	protein_coding
YDR270W	protein_coding
YDL207W	protein_coding
YLR366W	protein_coding
YCR022C	protein_coding
YKL082C	protein_coding
YJL157C	protein_coding
YHL007C	protein_coding
YDR374C	protein_coding
YNR029C	protein_coding
YGR145W	protein_coding
tP(UGG)O3	tRNA
YBR296C-A	protein_coding
YDL025C	protein_coding
YLR287C	protein_coding
YBR205W	protein_coding
YDL020C	protein_coding
YJL044C	protein_coding
YBR255W	protein_coding
YLR161W	protein_coding
YNL012W	protein_coding
YHR115C	protein_coding
YJR103W	protein_coding
YDR058C	protein_coding
YEL071W	protein_coding
YIR023W	protein_coding
YER180C-A	protein_coding
YIL029C	protein_coding
YIR036W-A	protein_coding
YJR112W	protein_coding
YOL078W	protein_coding
YJL129C	protein_coding
YPR030W	protein_coding
YGL185C	protein_coding
YGL060W	protein_coding
YIL076W	protein_coding
YOL148C	protein_coding
YPL138C	protein_coding
YBR109C	protein_coding
YDR164C	protein_coding
YDR092W	protein_coding
YHR043C	protein_coding
YMR174C	protein_coding
YBR161W	protein_coding
YBR131C-A	protein_coding
YPR201W	protein_coding
YJL170C	protein_coding
YDR099W	protein_coding
YDL047W	protein_coding
RDN25-1	rRNA
YDL190C	protein_coding
YPR186C	protein_coding
YBR221W-A	protein_coding
YLR205C	protein_coding
YER032W	protein_coding
YJL188C	protein_coding
YOR024W	protein_coding
YOR278W	protein_coding
snR30	snoRNA
YCR003W	protein_coding
tG(GCC)D2	tRNA
YLR360W	protein_coding
YIL030W-A	protein_coding
YIL008W	protein_coding
YDR525W-A	protein_coding
YNL256W	protein_coding
YKL138C-A	protein_coding
YDL121C	protein_coding
YDR012W	protein_coding
YHL035C	protein_coding
YJL200C	protein_coding
YJR136C	protein_coding
YGL066W	protein_coding
YDL236W	protein_coding
YNL318C	protein_coding
YAL009W	protein_coding
YOL022C	protein_coding
YLR245C	protein_coding
YOR079C	protein_coding
YNL240C	protein_coding
YLR241W	protein_coding
YBR166C	protein_coding
YPR104C	protein_coding
YDR087C	protein_coding
YJR011C	protein_coding
YJR050W	protein_coding
YAL065C	protein_coding
YLR171W	protein_coding
YJR112W-A	protein_coding
YOR091W	protein_coding
YAL042C-A	protein_coding
YGL212W	protein_coding
YGL152C	protein_coding
YFL039C	protein_coding
YGR018C	protein_coding
YHL017W	protein_coding
YKL023C-A	protein_coding
YFR003C	protein_coding
YML047C	protein_coding
YOL051W	protein_coding
YHR137C-A	protein_coding
YML101C-A	protein_coding
YAL028W	protein_coding
YLR328W	protein_coding
YGR215W	protein_coding
YHR050W-A	protein_coding
YAL015C	protein_coding
YDR342C	protein_coding
YGR231C	protein_coding
YOR307C	protein_coding
YOL007C	protein_coding
YER154W	protein_coding
YML079W	protein_coding
YPL085W	protein_coding
YLR159W	protein_coding
YPL122C	protein_coding
YOL165C	protein_coding
YCL055W	protein_coding
YML052W	protein_coding
YBR132C	protein_coding
YLR011W	protein_coding
YER127W	protein_coding
YAL032C	protein_coding
YBR153W	protein_coding
YLR188W	protein_coding
YER063W	protein_coding
YHR063C	protein_coding
YDR350C	protein_coding
YGR100W	protein_coding
YGR020C	protein_coding
YJR051W	protein_coding
YGL088W	protein_coding
YGR275W	protein_coding
YJR125C	protein_coding
snR68	snoRNA
YAL020C	protein_coding
YLR312W-A	protein_coding
RPR1	ncRNA
YOR222W	protein_coding
YMR193W	protein_coding
YPR159C-A	protein_coding
YPR109W	protein_coding
YPL053C	protein_coding
YFR030W	protein_coding
YLR207W	protein_coding
YKL150W	protein_coding
YEL035C	protein_coding
YBR005W	protein_coding
YMR172C-A	protein_coding
tS(AGA)M	tRNA
YNL335W	protein_coding
YGR243W	protein_coding
YJL024C	protein_coding
YGR240C	protein_coding
YML025C	protein_coding
YBR106W	protein_coding
YFL053W	protein_coding
YGR104C	protein_coding
YDL085C-A	protein_coding
YLR363C	protein_coding
YDL103C	protein_coding
YGL056C	protein_coding
YKL169C	protein_coding
YHR102W	protein_coding
YJL212C	protein_coding
YOR320C	protein_coding
YOR318C	protein_coding
YDR480W	protein_coding
YOR259C	protein_coding
YOL006C	protein_coding
YJR061W	protein_coding
YML106W	protein_coding
ETS2-1	rRNA
YHL010C	protein_coding
YGL072C	protein_coding
YJL001W	protein_coding
YDL055C	protein_coding
YGL233W	protein_coding
YNL174W	protein_coding
YPL237W	protein_coding
YLR154W-C	protein_coding
YBR210W	protein_coding
YER098W	protein_coding
YPL031C	protein_coding
tN(GUU)F	tRNA
YNL005C	protein_coding
YDR510W	protein_coding
YIL085C	protein_coding
YOR298W	protein_coding
YOR217W	protein_coding
YNR014W	protein_coding
YBR301W	protein_coding
YPR036W	protein_coding
YBR076W	protein_coding
YML014W	protein_coding
YDR332W	protein_coding
YBL062W	protein_coding
YGR102C	protein_coding
YKL105C	protein_coding
YMR197C	protein_coding
YLR372W	protein_coding
YOR354C	protein_coding
YML015C	protein_coding
YNL129W	protein_coding
YOR340C	protein_coding
YOR179C	protein_coding
YOR150W	protein_coding
YER066W	protein_coding
YJR066W	protein_coding
YLR452C	protein_coding
YKL151C	protein_coding
YOR184W	protein_coding
YBR084C-A	protein_coding
YBR120C	protein_coding
YHR173C	protein_coding
YAL008W	protein_coding
YML109W	protein_coding
YDR035W	protein_coding
YAL035W	protein_coding
YMR178W	protein_coding
YOR127W	protein_coding
YML006C	protein_coding
YGL099W	protein_coding
YML016C	protein_coding
YML096W	protein_coding
YGL123W	protein_coding
YOL087C	protein_coding
YOR364W	protein_coding
YOR210W	protein_coding
YGL059W	protein_coding
YBR272C	protein_coding
YLL037W	protein_coding
YKR088C	protein_coding
YIL027C	protein_coding
snR75	snoRNA
YHR176W	protein_coding
tY(GUA)M1	tRNA
YHR087W	protein_coding
YGR039W	protein_coding
YKL036C	protein_coding
snR65	snoRNA
tE(UUC)L	tRNA
YIL018W	protein_coding
YGR204C-A	protein_coding
YDR033W	protein_coding
YNL142W	protein_coding
YNL262W	protein_coding
YLR262C-A	protein_coding
YKR031C	protein_coding
YIL063C	protein_coding
YHR116W	protein_coding
YCR042C	protein_coding
snR45	snoRNA
YOR105W	protein_coding
YPL262W	protein_coding
YMR154C	protein_coding
YOR393W	protein_coding
YKL095W	protein_coding
YDL090C	protein_coding
YOR161C	protein_coding
YDL219W	protein_coding
YDR506C	protein_coding
YJR043C	protein_coding
YNL232W	protein_coding
snR72	snoRNA
YNL110C	protein_coding
YCR108C	protein_coding
YDR393W	protein_coding
YPR073C	protein_coding
YKL097C	protein_coding
YHR121W	protein_coding
Q0130	protein_coding
YGR160W	protein_coding
YKL067W	protein_coding
YPL221W	protein_coding
YBR250W	protein_coding
YKL178C	protein_coding
YJR106W	protein_coding
YDL153C	protein_coding
YEL038W	protein_coding
YJL162C	protein_coding
tF(GAA)H1	tRNA
YBR263W	protein_coding
YDR137W	protein_coding
YMR028W	protein_coding
YEL076C-A	protein_coding
YGL183C	protein_coding
YHR171W	protein_coding
YNR031C	protein_coding
YBR228W	protein_coding
YJR036C	protein_coding
YOL015W	protein_coding
YDR532C	protein_coding
YER014C-A	protein_coding
YBL033C	protein_coding
YLR239C	protein_coding
YKL020C	protein_coding
YDL159W	protein_coding
YNR076W	protein_coding
YIL068W-A	protein_coding
YNR072W	protein_coding
YDR289C	protein_coding
YOR167C	protein_coding
YDL014W	protein_coding
YJL168C	protein_coding
YHR014W	protein_coding
YPR131C	protein_coding
YPR125W	protein_coding
YMR313C	protein_coding
YBR167C	protein_coding
YFL010C	protein_coding
YMR155W	protein_coding
YAL068W-A	protein_coding
YDR177W	protein_coding
YGR246C	protein_coding
YDL087C	protein_coding
YFR031C-A	protein_coding
YLR318W	protein_coding
YLR376C	protein_coding
YBR162C	protein_coding
YER157W	protein_coding
YBR290W	protein_coding
YDR055W	protein_coding
YOR262W	protein_coding
YCR091W	protein_coding
YNR054C	protein_coding
YLR142W	protein_coding
tS(CGA)C	tRNA
YLR105C	protein_coding
YJL150W	protein_coding
YLR400W	protein_coding
YKL219W	protein_coding
YBR222C	protein_coding
YDR518W	protein_coding
YOL104C	protein_coding
YML133W-A	protein_coding
YFL067W	protein_coding
YMR309C	protein_coding
YDR256C	protein_coding
YGR170W	protein_coding
YOR197W	protein_coding
YER148W-A	protein_coding
YJL036W	protein_coding
YBR220C	protein_coding
YMR104C	protein_coding
YDR404C	protein_coding
YER022W	protein_coding
YHR179W	protein_coding
YBR204C	protein_coding
YDL106C	protein_coding
YGL247W	protein_coding
YGR219W	protein_coding
YPL277C	protein_coding
YOR329W-A	protein_coding
YDR027C	protein_coding
YHR034C	protein_coding
YOL105C	protein_coding
YOL135C	protein_coding
YBR254C	protein_coding
YKR055W	protein_coding
YLR211C	protein_coding
YJR004C	protein_coding
YPR062W	protein_coding
tC(GCA)P2	tRNA
YNL321W	protein_coding
YHR199C-A	protein_coding
YLR157W-D	protein_coding
YML017W	protein_coding
YBR302C	protein_coding
YPL182C	protein_coding
YOR094W	protein_coding
YJL127C	protein_coding
tM(CAU)J3	tRNA
YGR003W	protein_coding
YOR312C	protein_coding
YGR158C	protein_coding
YLL042C	protein_coding
YEL045C	protein_coding
YGR052W	protein_coding
YOR067C	protein_coding
YMR316W	protein_coding
YNL066W	protein_coding
YPR071W	protein_coding
YER188W	protein_coding
YJL167W	protein_coding
tQ(UUG)B	tRNA
YPR008W	protein_coding
YKL216W	protein_coding
YCR008W	protein_coding
YHR174W	protein_coding
YDR095C	protein_coding
YGR209C	protein_coding
YKR084C	protein_coding
YGR004W	protein_coding
tA(AGC)L	tRNA
YCL035C	protein_coding
YGR106C	protein_coding
YIL075C	protein_coding
YMR303C	protein_coding
YBR192W	protein_coding
YJR109C	protein_coding
YBR298C-A	protein_coding
YER186C	protein_coding
YCL068C	protein_coding
YPL024W	protein_coding
YDR229W	protein_coding
YCL030C	protein_coding
YKL202W	protein_coding
YKR036C	protein_coding
YER060W	protein_coding
YBL057C	protein_coding
YDL197C	protein_coding
YNL173C	protein_coding
YOR339C	protein_coding
YOR062C	protein_coding
YNL253W	protein_coding
YCL033C	protein_coding
YGL242C	protein_coding
YBR029C	protein_coding
YJL085W	protein_coding
YLR121C	protein_coding
YJL055W	protein_coding
YGL149W	protein_coding
YMR254C	protein_coding
YER152W-A	protein_coding
YGR146C	protein_coding
YBR175W	protein_coding
YCL044C	protein_coding
Q0297	protein_coding
YPR077C	protein_coding
YIR042C	protein_coding
YKR090W	protein_coding
YLL017W	pseudogene
YOR293W	protein_coding
YER133W	protein_coding
YAL005C	protein_coding
YMR103C	protein_coding
YCR057C	protein_coding
YHR177W	protein_coding
YMR253C	protein_coding
YNL209W	protein_coding
YIR025W	protein_coding
YJL090C	protein_coding
YBL016W	protein_coding
YDR247W	protein_coding
YLR254C	protein_coding
YKL102C	protein_coding
YLR055C	protein_coding
YBR061C	protein_coding
YBR280C	protein_coding
YMR088C	protein_coding
YCR072C	protein_coding
Q0115	protein_coding
YGL180W	protein_coding
YLR340W	protein_coding
YBR082C	protein_coding
YNL078W	protein_coding
YEL017C-A	protein_coding
YMR009W	protein_coding
tY(GUA)F2	tRNA
YJL099W	protein_coding
YMR114C	protein_coding
YLR412C-A	protein_coding
YGL089C	protein_coding
YPR196W	protein_coding
YLR413W	protein_coding
YLR274W	protein_coding
YEL077W-A	protein_coding
YCL008C	protein_coding
YLR083C	protein_coding
YGR289C	protein_coding
YCR053W	protein_coding
YMR193C-A	protein_coding
